image_name,steering_angle
photo_0148.jpg,-20.0
photo_0149.jpg,-20.0
photo_0150.jpg,-15.0
photo_0151.jpg,-10.0
photo_0152.jpg,-15.0
photo_0153.jpg,-20.0
photo_0154.jpg,-20.0
photo_0155.jpg,-20.0
photo_0156.jpg,-15.0
photo_0157.jpg,-10.0
photo_0158.jpg,-5.0
photo_0159.jpg,-5.0
photo_0160.jpg,0.0
photo_0161.jpg,0.0
photo_0162.jpg,0.0
photo_0163.jpg,5.0
photo_0164.jpg,10.0
photo_0165.jpg,10.0
photo_0166.jpg,0.0
photo_0167.jpg,0.0
photo_0168.jpg,0.0
photo_0169.jpg,-5.0
photo_0170.jpg,-10.0
photo_0171.jpg,-10.0
photo_0172.jpg,-15.0
photo_0173.jpg,-20.0
photo_0174.jpg,-20.0
photo_0175.jpg,-20.0
photo_0176.jpg,-15.0
photo_0177.jpg,-15.0
photo_0178.jpg,-15.0
photo_0179.jpg,-15.0
photo_0180.jpg,-10.0
photo_0181.jpg,-5.0
photo_0182.jpg,0.0
photo_0183.jpg,10.0
photo_0184.jpg,15.0
photo_0185.jpg,15.0
photo_0186.jpg,10.0
photo_0187.jpg,10.0
photo_0188.jpg,5.0
photo_0189.jpg,0.0
photo_0190.jpg,0.0
photo_0191.jpg,0.0
photo_0192.jpg,0.0
photo_0193.jpg,0.0
photo_0194.jpg,0.0
photo_0195.jpg,0.0
photo_0196.jpg,0.0
photo_0197.jpg,0.0
photo_0198.jpg,0.0
photo_0199.jpg,0.0
photo_0200.jpg,0.0
photo_0201.jpg,0.0
photo_0202.jpg,0.0
photo_0203.jpg,0.0
photo_0204.jpg,0.0
photo_0205.jpg,-10.0
photo_0206.jpg,-15.0
photo_0207.jpg,-20.0
photo_0208.jpg,-20.0
photo_0209.jpg,-20.0
photo_0210.jpg,-20.0
photo_0211.jpg,-20.0
photo_0212.jpg,-15.0
photo_0213.jpg,-10.0
photo_0214.jpg,-5.0
photo_0215.jpg,0.0
photo_0216.jpg,0.0
photo_0217.jpg,0.0
photo_0218.jpg,0.0
photo_0219.jpg,0.0
photo_0220.jpg,0.0
photo_0221.jpg,0.0
photo_0222.jpg,0.0
photo_0223.jpg,0.0
photo_0224.jpg,0.0
photo_0225.jpg,0.0
photo_0226.jpg,-5.0
photo_0227.jpg,-10.0
photo_0228.jpg,-10.0
photo_0229.jpg,0.0
photo_0230.jpg,10.0
photo_0231.jpg,15.0
photo_0232.jpg,20.0
photo_0233.jpg,20.0
photo_0234.jpg,20.0
photo_0235.jpg,15.0
photo_0236.jpg,10.0
photo_0237.jpg,5.0
photo_0238.jpg,0.0
photo_0239.jpg,0.0
photo_0240.jpg,0.0
photo_0241.jpg,-10.0
photo_0242.jpg,-15.0
photo_0243.jpg,-20.0
photo_0244.jpg,-15.0
photo_0245.jpg,-15.0
photo_0246.jpg,-20.0
photo_0247.jpg,-20.0
photo_0248.jpg,-20.0
photo_0249.jpg,-15.0
photo_0250.jpg,-10.0
photo_0251.jpg,-10.0
photo_0252.jpg,-5.0
photo_0253.jpg,0.0
photo_0254.jpg,0.0
photo_0255.jpg,0.0
photo_0256.jpg,5.0
photo_0257.jpg,10.0
photo_0258.jpg,10.0
photo_0259.jpg,10.0
photo_0260.jpg,0.0
photo_0261.jpg,0.0
photo_0262.jpg,-5.0
photo_0263.jpg,0.0
photo_0264.jpg,0.0
photo_0265.jpg,-10.0
photo_0266.jpg,-15.0
photo_0267.jpg,-20.0
photo_0268.jpg,-20.0
photo_0269.jpg,-20.0
photo_0270.jpg,-20.0
photo_0271.jpg,-15.0
photo_0272.jpg,-15.0
photo_0273.jpg,-15.0
photo_0274.jpg,-10.0
photo_0275.jpg,-10.0
photo_0276.jpg,0.0
photo_0277.jpg,0.0
photo_0278.jpg,10.0
photo_0279.jpg,15.0
photo_0280.jpg,15.0
photo_0281.jpg,15.0
photo_0282.jpg,10.0
photo_0283.jpg,10.0
photo_0284.jpg,0.0
photo_0285.jpg,0.0
photo_0286.jpg,0.0
photo_0287.jpg,0.0
photo_0288.jpg,0.0
photo_0289.jpg,0.0
photo_0290.jpg,0.0
photo_0291.jpg,0.0
photo_0292.jpg,0.0
photo_0293.jpg,0.0
photo_0294.jpg,0.0
photo_0295.jpg,0.0
photo_0296.jpg,0.0
photo_0297.jpg,0.0
photo_0298.jpg,0.0
photo_0299.jpg,0.0
photo_0300.jpg,-10.0
photo_0301.jpg,-10.0
photo_0302.jpg,-15.0
photo_0303.jpg,-20.0
photo_0304.jpg,-20.0
photo_0305.jpg,-20.0
photo_0306.jpg,-15.0
photo_0307.jpg,-10.0
photo_0308.jpg,-5.0
photo_0309.jpg,-5.0
photo_0310.jpg,0.0
photo_0311.jpg,0.0
photo_0312.jpg,0.0
photo_0313.jpg,0.0
photo_0314.jpg,0.0
photo_0315.jpg,0.0
photo_0316.jpg,0.0
photo_0317.jpg,0.0
photo_0318.jpg,0.0
photo_0319.jpg,0.0
photo_0320.jpg,-5.0
photo_0321.jpg,-10.0
photo_0322.jpg,0.0
photo_0323.jpg,15.0
photo_0324.jpg,20.0
photo_0325.jpg,20.0
photo_0326.jpg,20.0
photo_0327.jpg,20.0
photo_0328.jpg,15.0
photo_0329.jpg,20.0
photo_0330.jpg,15.0
photo_0331.jpg,10.0
photo_0332.jpg,5.0
photo_0333.jpg,0.0
photo_0334.jpg,-10.0
photo_0335.jpg,-15.0
photo_0336.jpg,-20.0
photo_0337.jpg,-20.0
photo_0338.jpg,-15.0
photo_0339.jpg,-15.0
photo_0340.jpg,-15.0
photo_0341.jpg,-20.0
photo_0342.jpg,-20.0
photo_0343.jpg,-20.0
photo_0344.jpg,-20.0
photo_0345.jpg,-15.0
photo_0346.jpg,-10.0
photo_0347.jpg,-5.0
photo_0348.jpg,0.0
photo_0349.jpg,0.0
photo_0350.jpg,0.0
photo_0351.jpg,0.0
photo_0352.jpg,5.0
photo_0353.jpg,10.0
photo_0354.jpg,10.0
photo_0355.jpg,10.0
photo_0356.jpg,0.0
photo_0357.jpg,0.0
photo_0358.jpg,0.0
photo_0359.jpg,0.0
photo_0360.jpg,-5.0
photo_0361.jpg,-10.0
photo_0362.jpg,-15.0
photo_0363.jpg,-20.0
photo_0364.jpg,-20.0
photo_0365.jpg,-20.0
photo_0366.jpg,-20.0
photo_0367.jpg,-15.0
photo_0368.jpg,-15.0
photo_0369.jpg,-10.0
photo_0370.jpg,-5.0
photo_0371.jpg,0.0
photo_0372.jpg,0.0
photo_0373.jpg,5.0
photo_0374.jpg,10.0
photo_0375.jpg,15.0
photo_0376.jpg,15.0
photo_0377.jpg,15.0
photo_0378.jpg,10.0
photo_0379.jpg,0.0
photo_0380.jpg,0.0
photo_0381.jpg,0.0
photo_0382.jpg,0.0
photo_0383.jpg,0.0
