image_name,steering_angle
photo_0234.jpg,-5
photo_0235.jpg,0
photo_0236.jpg,-5
photo_0237.jpg,0
photo_0238.jpg,5
photo_0239.jpg,5
photo_0240.jpg,0
photo_0241.jpg,0
photo_0242.jpg,0
photo_0243.jpg,-5
photo_0244.jpg,0
photo_0245.jpg,-10
photo_0246.jpg,-10
photo_0247.jpg,-5
photo_0248.jpg,-15
photo_0249.jpg,-15
photo_0250.jpg,-15
photo_0251.jpg,-15
photo_0252.jpg,-15
photo_0253.jpg,-15
photo_0254.jpg,-10
photo_0255.jpg,0
photo_0256.jpg,0
photo_0257.jpg,5
photo_0258.jpg,5
photo_0259.jpg,5
photo_0260.jpg,10
photo_0261.jpg,5
photo_0262.jpg,0
photo_0263.jpg,-5
photo_0264.jpg,0
photo_0265.jpg,0
photo_0266.jpg,0
photo_0267.jpg,0
photo_0268.jpg,0
photo_0269.jpg,0
photo_0270.jpg,0
photo_0271.jpg,0
photo_0272.jpg,0
photo_0273.jpg,0
photo_0274.jpg,0
photo_0275.jpg,0
photo_0276.jpg,-5
photo_0277.jpg,-10
photo_0278.jpg,-10
photo_0279.jpg,-10
photo_0280.jpg,-10
photo_0281.jpg,-10
photo_0282.jpg,-10
photo_0283.jpg,-10
photo_0284.jpg,-10
photo_0285.jpg,-5
photo_0286.jpg,0
photo_0287.jpg,0
photo_0288.jpg,-5
photo_0289.jpg,0
photo_0290.jpg,0
photo_0291.jpg,0
photo_0292.jpg,0
photo_0293.jpg,-5
photo_0294.jpg,0
photo_0295.jpg,-5
photo_0296.jpg,-5
photo_0297.jpg,-5
photo_0298.jpg,5
photo_0299.jpg,5
photo_0300.jpg,10
photo_0301.jpg,5
photo_0302.jpg,5
photo_0303.jpg,5
photo_0304.jpg,0
photo_0305.jpg,0
photo_0306.jpg,5
photo_0307.jpg,0
photo_0308.jpg,-10
photo_0309.jpg,-15
photo_0310.jpg,-15
photo_0311.jpg,-15
photo_0312.jpg,-10
photo_0313.jpg,-5
photo_0314.jpg,-10
photo_0315.jpg,-15
photo_0316.jpg,-15
photo_0317.jpg,-15
photo_0318.jpg,-15
photo_0319.jpg,-5
photo_0320.jpg,0
photo_0321.jpg,0
photo_0322.jpg,0
photo_0323.jpg,5
photo_0324.jpg,5
photo_0325.jpg,0
photo_0326.jpg,5
photo_0327.jpg,-5
photo_0328.jpg,-5
photo_0329.jpg,0
photo_0330.jpg,-10
photo_0331.jpg,-10
photo_0332.jpg,-10
photo_0333.jpg,-10
photo_0334.jpg,-15
photo_0335.jpg,-15
photo_0336.jpg,-15
photo_0337.jpg,-15
photo_0338.jpg,-15
photo_0339.jpg,-15
photo_0340.jpg,-5
photo_0341.jpg,0
photo_0342.jpg,5
photo_0343.jpg,5
photo_0344.jpg,5
photo_0345.jpg,5
photo_0346.jpg,5
photo_0347.jpg,5
photo_0348.jpg,5
photo_0349.jpg,0
photo_0350.jpg,-5
photo_0351.jpg,0
photo_0352.jpg,-5
photo_0353.jpg,0
photo_0354.jpg,0
photo_0355.jpg,-5
photo_0356.jpg,0
photo_0357.jpg,5
photo_0358.jpg,-5
photo_0359.jpg,0
photo_0360.jpg,0
photo_0361.jpg,0
photo_0362.jpg,-10
photo_0363.jpg,-5
photo_0364.jpg,-10
photo_0365.jpg,-10
photo_0366.jpg,-10
photo_0367.jpg,-10
photo_0368.jpg,-10
photo_0369.jpg,-10
photo_0370.jpg,-10
photo_0371.jpg,-10
photo_0372.jpg,-5
photo_0373.jpg,0
photo_0374.jpg,0
photo_0375.jpg,-5
photo_0376.jpg,0
photo_0377.jpg,0
photo_0378.jpg,0
photo_0379.jpg,0
photo_0380.jpg,0
photo_0381.jpg,-5
photo_0382.jpg,-5
photo_0383.jpg,-5
photo_0384.jpg,0
photo_0385.jpg,5
photo_0386.jpg,5
photo_0387.jpg,5
photo_0388.jpg,10
photo_0389.jpg,5
photo_0390.jpg,0
photo_0391.jpg,0
photo_0392.jpg,5
photo_0393.jpg,0
photo_0394.jpg,-5
photo_0395.jpg,-10
photo_0396.jpg,-10
photo_0397.jpg,-15
photo_0398.jpg,-15
photo_0399.jpg,-10
photo_0400.jpg,-5
photo_0401.jpg,-10
photo_0402.jpg,-15
photo_0403.jpg,-15
photo_0404.jpg,-15
photo_0405.jpg,-5
photo_0406.jpg,-5
photo_0407.jpg,-5
photo_0408.jpg,0
photo_0409.jpg,0
photo_0410.jpg,5
photo_0411.jpg,5
photo_0412.jpg,0
photo_0413.jpg,0
photo_0414.jpg,-5
photo_0415.jpg,0
photo_0416.jpg,0
photo_0417.jpg,-10
photo_0418.jpg,-10
photo_0419.jpg,-15
photo_0420.jpg,-15
photo_0421.jpg,-15
photo_0422.jpg,-15
photo_0423.jpg,-15
photo_0424.jpg,-15
photo_0425.jpg,-15
photo_0426.jpg,-10
photo_0427.jpg,-5
photo_0428.jpg,0
photo_0429.jpg,5
photo_0430.jpg,5
photo_0431.jpg,5
photo_0432.jpg,5
photo_0433.jpg,5
photo_0434.jpg,5
photo_0435.jpg,0
photo_0436.jpg,0
photo_0437.jpg,0
photo_0438.jpg,0
photo_0439.jpg,0
photo_0440.jpg,0
photo_0441.jpg,0
photo_0442.jpg,0
photo_0443.jpg,-5
photo_0444.jpg,0
photo_0445.jpg,0
photo_0446.jpg,0
photo_0447.jpg,0
photo_0448.jpg,-5
photo_0449.jpg,0
photo_0450.jpg,-10
photo_0451.jpg,-10
photo_0452.jpg,-10
photo_0453.jpg,-10
photo_0454.jpg,-10
photo_0455.jpg,-10
photo_0456.jpg,-10
photo_0457.jpg,-10
photo_0458.jpg,0
photo_0459.jpg,0
photo_0460.jpg,0
photo_0461.jpg,0
photo_0462.jpg,-5
photo_0463.jpg,0
photo_0464.jpg,-5
photo_0465.jpg,5
photo_0466.jpg,0
photo_0467.jpg,-5
photo_0468.jpg,0
photo_0469.jpg,0
photo_0470.jpg,-5
photo_0471.jpg,0
photo_0472.jpg,5
photo_0473.jpg,5
photo_0474.jpg,10
photo_0475.jpg,10
photo_0476.jpg,5
photo_0477.jpg,5
photo_0478.jpg,0
photo_0479.jpg,0
photo_0480.jpg,0
photo_0481.jpg,-10
photo_0482.jpg,-10
photo_0483.jpg,-10
photo_0484.jpg,-10
photo_0485.jpg,-10
photo_0486.jpg,-10
photo_0487.jpg,-10
photo_0488.jpg,-15
photo_0489.jpg,-15
photo_0490.jpg,-10
photo_0491.jpg,-5
photo_0492.jpg,-5
photo_0493.jpg,-5
photo_0494.jpg,0
photo_0495.jpg,0
photo_0496.jpg,0
photo_0497.jpg,5
photo_0498.jpg,5
photo_0499.jpg,0
photo_0500.jpg,0
photo_0501.jpg,-5
photo_0502.jpg,-5
photo_0503.jpg,-5
photo_0504.jpg,-10
photo_0505.jpg,-10
photo_0506.jpg,-10
photo_0507.jpg,-15
photo_0508.jpg,-15
photo_0509.jpg,-15
photo_0510.jpg,-15
photo_0511.jpg,-15
photo_0512.jpg,-10
photo_0513.jpg,-5
photo_0514.jpg,0
photo_0515.jpg,0
photo_0516.jpg,0
photo_0517.jpg,5
photo_0518.jpg,10
photo_0519.jpg,10
photo_0520.jpg,5
photo_0521.jpg,0
photo_0522.jpg,-5
photo_0523.jpg,0
photo_0524.jpg,0
photo_0525.jpg,0
photo_0526.jpg,0
photo_0527.jpg,0
photo_0528.jpg,-5
photo_0529.jpg,0
photo_0530.jpg,0
photo_0531.jpg,0
photo_0532.jpg,0
photo_0533.jpg,0
photo_0534.jpg,0
photo_0535.jpg,0
photo_0536.jpg,0
photo_0537.jpg,0
photo_0538.jpg,-5
photo_0539.jpg,-5
photo_0540.jpg,0
photo_0541.jpg,5
photo_0542.jpg,5
photo_0543.jpg,5
photo_0544.jpg,0
photo_0545.jpg,-5
photo_0546.jpg,0
photo_0547.jpg,-5
photo_0548.jpg,-5
photo_0549.jpg,-5
photo_0550.jpg,-10
photo_0551.jpg,-15
photo_0552.jpg,-15
photo_0553.jpg,-15
photo_0554.jpg,-15
photo_0555.jpg,-15
photo_0556.jpg,-15
photo_0557.jpg,-10
photo_0558.jpg,-5
photo_0559.jpg,0
photo_0560.jpg,0
photo_0561.jpg,0
photo_0562.jpg,10
photo_0563.jpg,10
photo_0564.jpg,5
photo_0565.jpg,0
photo_0566.jpg,5
photo_0567.jpg,0
photo_0568.jpg,0
photo_0569.jpg,0
photo_0570.jpg,0
photo_0571.jpg,0
photo_0572.jpg,0
photo_0573.jpg,0
photo_0574.jpg,0
photo_0575.jpg,-5
photo_0576.jpg,0
photo_0577.jpg,0
photo_0578.jpg,0
photo_0579.jpg,0
photo_0580.jpg,0
photo_0581.jpg,-5
photo_0582.jpg,-5
photo_0583.jpg,-5
photo_0584.jpg,-10
photo_0585.jpg,-10
photo_0586.jpg,-10
photo_0587.jpg,-10
photo_0588.jpg,-10
photo_0589.jpg,-10
photo_0590.jpg,-5
photo_0591.jpg,0
photo_0592.jpg,0
photo_0593.jpg,0
photo_0594.jpg,0
photo_0595.jpg,0
photo_0596.jpg,0
photo_0597.jpg,0
photo_0598.jpg,-5
photo_0599.jpg,0
photo_0600.jpg,-5
photo_0601.jpg,-5
photo_0602.jpg,0
photo_0603.jpg,5
photo_0604.jpg,10
photo_0605.jpg,10
photo_0606.jpg,5
photo_0607.jpg,5
photo_0608.jpg,0
photo_0609.jpg,0
photo_0610.jpg,0
